Index,Artist,Title,Mood,Link
ML2062,Mastodon,Crusher Destroyer,angry,https://genius.com/Mastodon-Crusher-Destroyer-lyrics
ML2063,Symphony X,Serpent's Kiss,angry,https://genius.com/Symphony-X-Serpents-Kiss-lyrics
ML2064,Geoff Bullock,The Power Of Your Love,happy,http://www.songlyrics.com/geoff-bullock/The-Power-Of-Your-Love-lyrics
ML2065,Keb' Mo',The Door,sad,https://genius.com/Keb-Mo-The-Door-lyrics
ML2066,Lindsey Buckingham,Go Insane,angry,https://genius.com/Lindsey-Buckingham-Go-Insane-lyrics
ML2067,The Temper Trap,Love Lost,angry,https://genius.com/The-Temper-Trap-Love-Lost-lyrics
ML2068,Karen O And The Kids,All Is Love,happy,https://genius.com/Karen-O-And-The-Kids-All-Is-Love-lyrics
ML2069,The Go! Team,Rolling Blackouts,sad,https://genius.com/The-Go-Team-Rolling-Blackouts-lyrics
ML2070,Kaiser Chiefs,Oh My God,relaxed,https://genius.com/Kaiser-Chiefs-Oh-My-God-lyrics
ML2071,Editors,No Sound But The Wind,angry,https://genius.com/Editors-No-Sound-But-The-Wind-lyrics
ML2072,Tony Bennett,Lullaby Of Broadway ,relaxed,https://genius.com/Tony-Bennett-Lullaby-Of-Broadway-lyrics
ML2073,Sara Groves,Love Is Still A Worthy Cause,happy,https://genius.com/Sara-Groves-Love-Is-Still-A-Worthy-Cause-lyrics
ML2074,Animal Collective,Bleed,angry,https://genius.com/Animal-Collective-Bleed-lyrics
ML2075,Underworld,Hamburg Hotel,sad,https://genius.com/Underworld-Hamburg-Hotel-lyrics
ML2076,Caribou,Found Out,sad,https://genius.com/Caribou-Found-Out-lyrics
ML2077,Iggy & The Stooges,Gimme Danger,angry,http://www.songlyrics.com/iggy--the-stooges/Gimme-Danger-lyrics
ML2078,Rachelle Ferrell,Extensions,happy,https://genius.com/Rachelle-Ferrell-Extensions-lyrics
ML2079,Cassandra Wilson,Black Orpheus,sad,https://genius.com/Cassandra-Wilson-Black-Orpheus-lyrics
ML2080,Gregg Allman,My Love is Your Love,happy,https://genius.com/Gregg-Allman-My-Love-is-Your-Love-lyrics
ML2081,JJ Grey & Mofro,Lullaby,relaxed,https://genius.com/JJ-Grey-and-Mofro-Lullaby-lyrics
ML2082,Bettye Lavette,Joy,happy,https://genius.com/Bettye-Lavette-Joy-lyrics
ML2083,Cowboy Junkies,Flirted With You All My Life,sad,https://genius.com/Cowboy-Junkies-Flirted-With-You-All-My-Life-lyrics
ML2084,Nitzer Ebb,Join In The Chant,angry,https://genius.com/Nitzer-Ebb-Join-In-The-Chant-lyrics
ML2085,Paris Hilton,Fightin' Over Me ,angry,https://genius.com/Paris-Hilton-Fightin-Over-Me-lyrics
ML2086,Killing Joke,The Death And Resurrection Show,angry,https://genius.com/Killing-Joke-The-Death-And-Resurrection-Show-lyrics
ML2087,Eskmo,Starships,happy,https://genius.com/Eskmo-Starships-lyrics
ML2088,Film School,Two Kinds,happy,https://genius.com/Film-School-Two-Kinds-lyrics
ML2089,Jet,Black Hearts ,angry,https://genius.com/Jet-Black-Hearts-lyrics
ML2090,Rev Theory,Broken Bones,angry,https://genius.com/Rev-Theory-Broken-Bones-lyrics
ML2091,Cold,Suffocate,angry,https://genius.com/Cold-Suffocate-lyrics
ML2092,Nick Lowe,Without Love,happy,https://genius.com/Nick-Lowe-Without-Love-lyrics
ML2093,Slayer,Evil Has No Boundaries,angry,https://genius.com/Slayer-Evil-Has-No-Boundaries-lyrics
ML2094,Emilio Navaira,No Es El Fin Del Mundo ,sad,https://genius.com/Emilio-Navaira-No-Es-El-Fin-Del-Mundo-lyrics
ML2095,Queen,Play The Game,happy,https://genius.com/Queen-Play-The-Game-lyrics
ML2096,Cafe Tacvba,Las Persianas,sad,https://genius.com/Cafe-Tacvba-Las-Persianas-lyrics
ML2097,Weekend,End Times,sad,https://genius.com/Weekend-End-Times-lyrics
ML2098,Exene Cervenka,Beyond You,happy,https://genius.com/Exene-Cervenka-Beyond-You-lyrics
ML2099,The Autumn Defense,Step Easy,relaxed,https://genius.com/The-Autumn-Defense-Step-Easy-lyrics
ML2100,The Beatles,Free As A Bird,relaxed,https://genius.com/The-Beatles-Free-As-A-Bird-lyrics
ML2101,Irma Thomas,Same Old Blues,sad,https://genius.com/Irma-Thomas-Same-Old-Blues-lyrics
ML2102,Jimi Hendrix,Who Knows,relaxed,https://genius.com/Jimi-Hendrix-Who-Knows-lyrics
ML2103,Cloud Nothings,Old Street,relaxed,https://genius.com/Cloud-Nothings-Old-Street-lyrics
ML2104,Vivian Girls,All The Time,sad,https://genius.com/Vivian-Girls-All-The-Time-lyrics
ML2105,The Avalanches,Flight Tonight,angry,https://genius.com/The-Avalanches-Flight-Tonight-lyrics
ML2106,Melody Gardot,Love Me Like A River Does,happy,https://genius.com/Melody-Gardot-Love-Me-Like-A-River-Does-lyrics
ML2107,Bruce Springsteen,I'm on Fire ,angry,https://genius.com/Bruce-Springsteen-Im-on-Fire-lyrics
ML2108,Ruben Blades,El Padre Antonio Y El Monaguillo Andres,sad,https://genius.com/Ruben-Blades-El-Padre-Antonio-Y-El-Monaguillo-Andres-lyrics
ML2109,3 Inches Of Blood,Trial Of Champions,angry,https://genius.com/3-Inches-Of-Blood-Trial-Of-Champions-lyrics
ML2110,Forbidden,Forsaken at the Gates,sad,https://genius.com/Forbidden-Forsaken-at-the-Gates-lyrics
ML2111,Ingrid Michaelson,Everybody,happy,https://genius.com/Ingrid-Michaelson-Everybody-lyrics
ML2112,Serena Ryder,Little Bit Of Red,relaxed,https://genius.com/Serena-Ryder-Little-Bit-Of-Red-lyrics
ML2113,Patty Griffin,You'll Remember,sad,https://genius.com/Patty-Griffin-Youll-Remember-lyrics
ML2114,Bobby Darin,Blue Skies,relaxed,https://genius.com/Bobby-Darin-Blue-Skies-lyrics
ML2115,Kirk Whalum,Inside ,relaxed,https://genius.com/Kirk-Whalum-Inside-lyrics
ML2116,Fear Factory,Replica,angry,https://genius.com/Fear-Factory-Replica-lyrics
ML2117,Dolly Parton,It's Sure Gonna Hurt ,angry,https://genius.com/Dolly-Parton-Its-Sure-Gonna-Hurt-lyrics
ML2118,Arch Enemy,I Will Live Again,angry,https://genius.com/Arch-Enemy-I-Will-Live-Again-lyrics
ML2119,The Clark Sisters,Jesus Is A Love Song,happy,https://genius.com/The-Clark-Sisters-Jesus-Is-A-Love-Song-lyrics
ML2120,Black Dub,Canaan,happy,https://genius.com/Black-Dub-Canaan-lyrics
ML2121,Joan Armatrading,A Woman In Love,happy,https://genius.com/Joan-Armatrading-A-Woman-In-Love-lyrics
ML2122,The Innocence Mission,Gentle The Rain At Home,relaxed,https://genius.com/The-Innocence-Mission-Gentle-The-Rain-At-Home-lyrics
ML2123,John Scofield,Motherless Child,relaxed,https://genius.com/John-Scofield-Motherless-Child-lyrics
ML2124,Javier Solis,Lloraremos Los Dos,sad,https://genius.com/Javier-Solis-Lloraremos-Los-Dos-lyrics
ML2125,Iron Maiden,The Evil That Men Do,angry,https://genius.com/Iron-Maiden-The-Evil-That-Men-Do-lyrics
ML2126,Motley Crue,White Trash Circus,sad,https://genius.com/Motley-Crue-White-Trash-Circus-lyrics
ML2127,Aerosmith,Get A Grip,sad,https://genius.com/Aerosmith-Get-A-Grip-lyrics
ML2128,Aerosmith,Fever,sad,https://genius.com/Aerosmith-Fever-lyrics
ML2129,The Allman Brothers Band,You Don't Love Me,happy,https://genius.com/The-Allman-Brothers-Band-You-Dont-Love-Me-lyrics
ML2130,Decyfer Down,Crash,angry,https://genius.com/Decyfer-Down-Crash-lyrics
ML2131,Buffalo Springfield,Kind Woman,relaxed,https://genius.com/Buffalo-Springfield-Kind-Woman-lyrics
ML2132,Paul McCartney,Freedom ,happy,https://genius.com/Paul-McCartney-Freedom-lyrics
ML2133,Robi Draco Rosa,Vagabundo,sad,https://genius.com/Robi-Draco-Rosa-Vagabundo-lyrics
ML2134,Zoe,Reptilectric,sad,https://genius.com/Zoe-Reptilectric-lyrics
ML2135,MDO,No Puedo Olvidarme De Ti ,sad,https://www.musixmatch.com/lyrics/MDO/No-Puedo-Olvidarme-De-Ti
ML2136,The Peter Malick Group,All Your Love ,happy,https://genius.com/The-Peter-Malick-Group-All-Your-Love-lyrics
ML2137,Braille,Counter Attack ,angry,https://genius.com/Braille-Counter-Attack-lyrics
ML2138,Echo & The Bunnymen,Shroud Of Turin,happy,https://genius.com/Echo-and-The-Bunnymen-Shroud-Of-Turin-lyrics
ML2139,Dionne Warwick,This Girl's In Love With You,happy,https://genius.com/Dionne-Warwick-This-Girls-In-Love-With-You-lyrics
ML2140,Gary Puckett & The Union Gap,This Girl Is A Woman Now,relaxed,https://genius.com/Gary-Puckett-and-The-Union-Gap-This-Girl-Is-A-Woman-Now-lyrics
ML2141,Cassandra Wilson,A Day In The Life Of A Fool,sad,https://genius.com/Cassandra-Wilson-A-Day-In-The-Life-Of-A-Fool-lyrics
ML2142,The Ronettes,Do I Love You,happy,https://genius.com/The-Ronettes-Do-I-Love-You-lyrics
ML2143,Danzig,Dirty Black Summer,sad,https://genius.com/Danzig-Dirty-Black-Summer-lyrics
ML2144,She & Him,Home,relaxed,https://genius.com/She-and-Him-Home-lyrics
ML2145,K'Naan,Fire In Freetown,angry,https://genius.com/KNaan-Fire-In-Freetown-lyrics
ML2146,Dead Confederate,Run From The Gun,angry,https://genius.com/Dead-Confederate-Run-From-The-Gun-lyrics
ML2147,Love Is All,Bigger Bolder,angry,https://genius.com/Love-Is-All-Bigger-Bolder-lyrics
ML2148,The Raveonettes,Heart Of Stone,angry,https://genius.com/The-Raveonettes-Heart-Of-Stone-lyrics
ML2149,The Smiths,London,sad,https://genius.com/The-Smiths-London-lyrics
ML2150,Jeru The Damaja,D. Original,sad,https://genius.com/Jeru-The-Damaja-D-Original-lyrics
ML2151,Phyllis Hyman,"Loving You, Losing You",angry,https://genius.com/Phyllis-Hyman-Loving-You-Losing-You-lyrics
ML2152,Neko Case,Lady Pilot,angry,https://genius.com/Neko-Case-Lady-Pilot-lyrics
ML2153,Jonathan Richman,I Was The One She Came For,angry,https://genius.com/Jonathan-Richman-I-Was-The-One-She-Came-For-lyrics
ML2154,Erasure,Love To Hate You,angry,https://genius.com/Erasure-Love-To-Hate-You-lyrics
ML2155,Tab Benoit,Can't You See,sad,https://genius.com/Tab-Benoit-Cant-You-See-lyrics
ML2156,Arthur Alexander,Soldier Of Love,happy,http://www.songlyrics.com/arthur-alexander/Soldier-Of-Love-lyrics
ML2157,Mika,Happy Ending,happy,https://genius.com/Mika-Happy-Ending-lyrics
ML2158,Leo Sayer,More Than I Can Say,happy,https://genius.com/Leo-Sayer-More-Than-I-Can-Say-lyrics
ML2159,Charles Brown,Trouble Blues,angry,https://genius.com/Charles-Brown-Trouble-Blues-lyrics
ML2160,Poly Styrene,I Luv Ur Sneakers,happy,https://genius.com/Poly-Styrene-I-Luv-Ur-Sneakers-lyrics
ML2161,Nirvana,Very Ape,relaxed,https://genius.com/Nirvana-Very-Ape-lyrics
ML2162,Brett Dennen,Dancing At A Funeral,sad,https://genius.com/Brett-Dennen-Dancing-At-A-Funeral-lyrics
ML2163,Kem,You Might Win,happy,https://genius.com/Kem-You-Might-Win-lyrics
ML2164,Motograter,Down,sad,https://genius.com/Motograter-Down-lyrics
ML2165,Los Horoscopos De Durango,Ahora Que No Estas,sad,https://www.musixmatch.com/lyrics/Los-Horoscopos-De-Durango/Ahora-Que-No-Estas
ML2166,Twinkie Clark,Bless You Real Good,relaxed,https://www.musixmatch.com/lyrics/Twinkie-Clark/Bless-You-Real-Good
ML2167,Anders Osborne,Killing Each Other,angry,http://www.songlyrics.com/anders-osborne/Killing-Each-Other-lyrics
ML2168,Steve Miller Band,Sweet Home Chicago,relaxed,https://genius.com/Steve-Miller-Band-Sweet-Home-Chicago-lyrics
ML2169,Chaka Khan,Will You Love Me?,happy,https://genius.com/Chaka-Khan-Will-You-Love-Me-lyrics
ML2170,Phyllis Hyman,I Don't Want To Lose You,happy,https://genius.com/Phyllis-Hyman-I-Dont-Want-To-Lose-You-lyrics
ML2171,Antony Santos,"Hay De Mi, Hay De Ti",sad,https://genius.com/Antony-Santos-Hay-De-Mi-Hay-De-Ti-lyrics
ML2172,Beck,Earthquake Weather,sad,https://genius.com/Beck-Earthquake-Weather-lyrics
ML2173,Ty Segall,Sad Fuzz,sad,https://genius.com/Ty-Segall-Sad-Fuzz-lyrics
ML2174,The Beatles,Maggie Mae,sad,https://genius.com/The-Beatles-Maggie-Mae-lyrics
ML2175,The Beatles,Honey Don't,relaxed,https://genius.com/The-Beatles-Honey-Dont-lyrics
ML2176,Frankie Goes To Hollywood,Two Tribes,angry,https://genius.com/Frankie-Goes-To-Hollywood-Two-Tribes-lyrics
ML2177,Dierks Bentley,Pride (In The Name Of Love),happy,https://genius.com/Dierks-Bentley-Pride-In-The-Name-Of-Love-lyrics
ML2178,Tricky,Murder Weapon,angry,https://genius.com/Tricky-Murder-Weapon-lyrics
ML2179,Nina Simone,To Love Somebody,happy,https://genius.com/Nina-Simone-To-Love-Somebody-lyrics
ML2180,Ray Charles,Christmas In My Heart,happy,https://genius.com/Ray-Charles-Christmas-In-My-Heart-lyrics
ML2181,Morcheeba,Fear & Love,angry,https://genius.com/Morcheeba-Fear-and-Love-lyrics
ML2182,Lamb,Gabriel,relaxed,http://www.songlyrics.com/lamb/Gabriel-lyrics
ML2183,Nouvelle Vague,This Is Not A Love Song,happy,https://genius.com/Nouvelle-Vague-This-Is-Not-A-Love-Song-lyrics
ML2184,Peggy Lee,Santa Claus Is Coming To Town,sad,https://genius.com/Peggy-Lee-Santa-Claus-Is-Coming-To-Town-lyrics
ML2185,Bing Crosby,God Rest Ye Merry Gentlemen,relaxed,https://genius.com/Bing-Crosby-God-Rest-Ye-Merry-Gentlemen-lyrics
ML2186,Bad Religion,Let Them Eat War,angry,https://genius.com/Bad-Religion-Let-Them-Eat-War-lyrics
ML2187,Chris Isaak,Have Yourself A Merry Little Christmas,happy,https://genius.com/Chris-Isaak-Have-Yourself-A-Merry-Little-Christmas-lyrics
ML2188,Chris Isaak,Blue Christmas,relaxed,https://genius.com/Chris-Isaak-Blue-Christmas-lyrics
ML2189,Trans-Siberian Orchestra,The Silent Nutcracker ,relaxed,https://genius.com/Trans-Siberian-Orchestra-The-Silent-Nutcracker-lyrics
ML2190,John Williams,"Merry Christmas, Merry Christmas",happy,https://genius.com/John-Williams-Merry-Christmas-Merry-Christmas-lyrics
ML2191,Ultimate,It's My Birthday,happy,https://genius.com/Ultimate-Its-My-Birthday-lyrics
ML2192,Sheryl Crow,Blue Christmas,relaxed,https://genius.com/Sheryl-Crow-Blue-Christmas-lyrics
ML2193,Roy Orbison,Pretty Paper,relaxed,https://genius.com/Roy-Orbison-Pretty-Paper-lyrics
ML2194,Garth Brooks,Silent Night,relaxed,https://genius.com/Garth-Brooks-Silent-Night-lyrics
ML2195,Shedaisy,That's What I Want For Christmas,happy,https://genius.com/Shedaisy-Thats-What-I-Want-For-Christmas-lyrics
ML2196,The Beach Boys,"Merry Christmas, Baby",happy,https://genius.com/The-Beach-Boys-Merry-Christmas-Baby-lyrics
ML2197,Johnny Gill,Give Love On Christmas Day,happy,https://genius.com/Johnny-Gill-Give-Love-On-Christmas-Day-lyrics
ML2198,The O'Jays,Have Yourself A Merry Little Christmas,happy,https://genius.com/The-OJays-Have-Yourself-A-Merry-Little-Christmas-lyrics
ML2199,Girl In A Coma,Blue Christmas,relaxed,https://genius.com/Girl-In-A-Coma-Blue-Christmas-lyrics
ML2200,The Dan Band,Christmakwanzakah,happy,https://genius.com/The-Dan-Band-Christmakwanzakah-lyrics
ML2201,Led Zeppelin,Rock And Roll ,sad,https://genius.com/Led-Zeppelin-Rock-And-Roll-lyrics
ML2202,Melissa Etheridge,Christmas In America,relaxed,https://genius.com/Melissa-Etheridge-Christmas-In-America-lyrics
ML2203,Low,Just Like Christmas,happy,https://genius.com/Low-Just-Like-Christmas-lyrics
ML2204,Casting Crowns,What This World Needs,happy,https://genius.com/Casting-Crowns-What-This-World-Needs-lyrics
ML2205,Nailbomb,Wasting Away,sad,https://genius.com/Nailbomb-Wasting-Away-lyrics
ML2206,James Ingram,Everything Must Change,relaxed,https://genius.com/James-Ingram-Everything-Must-Change-lyrics
ML2207,The Heavy,Set Me Free,relaxed,https://genius.com/The-Heavy-Set-Me-Free-lyrics
ML2208,Jill Scott,It's Love,happy,https://genius.com/Jill-Scott-Its-Love-lyrics
ML2209,Take 6,I Saw Three Ships,happy,https://genius.com/Take-6-I-Saw-Three-Ships-lyrics
ML2210,Celine Dion,Blue Christmas,relaxed,https://genius.com/Celine-Dion-Blue-Christmas-lyrics
ML2211,Billy Idol,Christmas Love,happy,https://genius.com/Billy-Idol-Christmas-Love-lyrics
ML2212,Brian Wilson,Silent Night,relaxed,https://genius.com/Brian-Wilson-Silent-Night-lyrics
ML2213,High On Fire,Holy Flames Of The Fire Spitter,angry,https://genius.com/High-On-Fire-Holy-Flames-Of-The-Fire-Spitter-lyrics
ML2214,Mark Ronson,Oh My God ,relaxed,https://genius.com/Mark-Ronson-Oh-My-God-lyrics
ML2215,Gotan Project,Peligro,sad,https://genius.com/Gotan-Project-Peligro-lyrics
ML2216,The Bee Gees,To Love Somebody,happy,https://genius.com/The-Bee-Gees-To-Love-Somebody-lyrics
ML2217,The Beach Boys,The Warmth Of The Sun,relaxed,https://genius.com/The-Beach-Boys-The-Warmth-Of-The-Sun-lyrics
ML2218,The Young Rascals,I've Been Lonely Too Long,sad,https://genius.com/The-Young-Rascals-Ive-Been-Lonely-Too-Long-lyrics
ML2219,Jackie DeShannon,Put A Little Love In Your Heart,happy,https://genius.com/Jackie-DeShannon-Put-A-Little-Love-In-Your-Heart-lyrics
ML2220,Johnny Mathis,Heavenly Peace,relaxed,https://genius.com/Johnny-Mathis-Heavenly-Peace-lyrics
ML2221,Dave Matthews & Tim Reynolds,Christmas Song,happy,https://genius.com/Dave-Matthews-and-Tim-Reynolds-Christmas-Song-lyrics
ML2222,Melissa Etheridge,Blue Christmas,relaxed,https://genius.com/Melissa-Etheridge-Blue-Christmas-lyrics
ML2223,Willie Nelson,Blue Christmas,relaxed,https://genius.com/Willie-Nelson-Blue-Christmas-lyrics
ML2224,Kenny Chesney,The Angel At The Top Of My Tree,relaxed,https://genius.com/Kenny-Chesney-The-Angel-At-The-Top-Of-My-Tree-lyrics
ML2225,Michael Bolton,Have Yourself A Merry Little Christmas,happy,https://genius.com/Michael-Bolton-Have-Yourself-A-Merry-Little-Christmas-lyrics
ML2226,Janiva Magness,I'm Feelin' Good,relaxed,https://genius.com/Janiva-Magness-Im-Feelin-Good-lyrics
ML2227,Martina McBride,Silent Night,relaxed,https://genius.com/Martina-McBride-Silent-Night-lyrics
ML2228,Blood Red Shoes,One More Empty Chair,sad,https://genius.com/Blood-Red-Shoes-One-More-Empty-Chair-lyrics
ML2229,Azure Ray,Shouldn't Have Loved,happy,https://genius.com/Azure-Ray-Shouldnt-Have-Loved-lyrics
ML2230,Buffalo Tom,Taillights Fade,sad,https://genius.com/Buffalo-Tom-Taillights-Fade-lyrics
ML2231,David Bowie,Fame,happy,https://genius.com/David-Bowie-Fame-lyrics
ML2232,Queens Of The Stone Age,"Sick, Sick, Sick",sad,https://genius.com/Queens-Of-The-Stone-Age-Sick-Sick-Sick-lyrics
ML2233,Ziggy Marley,Family Time,relaxed,https://genius.com/Ziggy-Marley-Family-Time-lyrics
ML2234,Conjunto Primavera,No Le Ruegues,sad,https://genius.com/Conjunto-Primavera-No-Le-Ruegues-lyrics
ML2235,Pink Floyd,Take Up Thy Stethoscope And Walk,angry,https://genius.com/Pink-Floyd-Take-Up-Thy-Stethoscope-And-Walk-lyrics
ML2236,All That Remains,Become The Catalyst,angry,https://genius.com/All-That-Remains-Become-The-Catalyst-lyrics
ML2237,The Beatles,Goodnight,relaxed,http://www.songlyrics.com/the-beatles/Goodnight-lyrics
ML2238,Five Finger Death Punch,Burn It Down,angry,https://genius.com/Five-Finger-Death-Punch-Burn-It-Down-lyrics
ML2239,Nirvana,Negative Creep,relaxed,https://genius.com/Nirvana-Negative-Creep-lyrics
ML2240,Phobia,Sign Of Times,angry,https://www.musixmatch.com/lyrics/Phobia/Sign-Of-Times
ML2241,M.I.A.,Bucky Done Gun,angry,https://genius.com/MIA-Bucky-Done-Gun-lyrics
ML2242,Testament,Apocalyptic City ,angry,https://genius.com/Testament-Apocalyptic-City-lyrics
ML2243,Isobel Campbell & Mark Lanegan,Honey Child What Can I Do?,sad,https://genius.com/Isobel-Campbell-and-Mark-Lanegan-Honey-Child-What-Can-I-Do-lyrics
ML2244,John Pizzarelli,This Can't Be Love,happy,https://genius.com/John-Pizzarelli-This-Cant-Be-Love-lyrics
ML2245,Deitrick Haddon,So Good To Be In Love,happy,https://genius.com/Deitrick-Haddon-So-Good-To-Be-In-Love-lyrics
ML2246,Will Downing,Home,relaxed,https://genius.com/Will-Downing-Home-lyrics
ML2247,Sex Pistols,Liar,angry,https://genius.com/Sex-Pistols-Liar-lyrics
ML2248,James Blake,I Mind,relaxed,https://genius.com/James-Blake-I-Mind-lyrics
ML2249,Beck,He's A Mighty Good Leader,happy,https://genius.com/Beck-Hes-A-Mighty-Good-Leader-lyrics
ML2250,Beck,I Get Lonesome,sad,https://genius.com/Beck-I-Get-Lonesome-lyrics
ML2251,Sleepy Sun,Freedom Line,relaxed,https://genius.com/Sleepy-Sun-Freedom-Line-lyrics
ML2252,Fats Domino,I'm In Love Again,happy,https://genius.com/Fats-Domino-Im-In-Love-Again-lyrics
ML2253,Toro Y Moi,Light Black,sad,https://genius.com/Toro-Y-Moi-Light-Black-lyrics
ML2254,Robyn,Show Me Love,happy,https://genius.com/Robyn-Show-Me-Love-lyrics
ML2255,Banda Pequenos Musical,Obra Maestra,sad,https://genius.com/Banda-Pequenos-Musical-Obra-Maestra-lyrics
ML2256,John Prine,Glory Of True Love,happy,https://genius.com/John-Prine-Glory-Of-True-Love-lyrics
ML2257,Matthew Dear,Soil to Seed,sad,https://genius.com/Matthew-Dear-Soil-to-Seed-lyrics
ML2258,Tegan And Sara,I Hear Noises,sad,https://genius.com/Tegan-And-Sara-I-Hear-Noises-lyrics
ML2259,Band Of Horses,Islands On The Coast,relaxed,https://genius.com/Band-Of-Horses-Islands-On-The-Coast-lyrics
ML2260,Unearth,Endless,angry,https://genius.com/Unearth-Endless-lyrics
ML2261,The Doors,Horse Latitudes,sad,https://genius.com/The-Doors-Horse-Latitudes-lyrics
ML2262,Freda Payne,Deeper & Deeper,happy,https://genius.com/Freda-Payne-Deeper-and-Deeper-lyrics
ML2263,Iron Maiden,Fear Of The Dark,angry,https://genius.com/Iron-Maiden-Fear-Of-The-Dark-lyrics
ML2264,Ozomatli,Aqui No Sera,sad,https://genius.com/Ozomatli-Aqui-No-Sera-lyrics
ML2265,Kenna,Better Wise Up,relaxed,https://genius.com/Kenna-Better-Wise-Up-lyrics
ML2266,George Strait,What Do You Say To That,happy,https://genius.com/George-Strait-What-Do-You-Say-To-That-lyrics
ML2267,30 Seconds To Mars,Search And Destroy,angry,https://genius.com/30-Seconds-To-Mars-Search-And-Destroy-lyrics
ML2268,Muse,Take A Bow,angry,https://genius.com/Muse-Take-A-Bow-lyrics
ML2269,David Bowie,I'm Afraid Of Americans,angry,https://genius.com/David-Bowie-Im-Afraid-Of-Americans-lyrics
ML2270,U2,The Refugee,angry,https://genius.com/U2-The-Refugee-lyrics
ML2271,Lucinda Williams,Real Love,happy,https://genius.com/Lucinda-Williams-Real-Love-lyrics
ML2272,Joe Jackson,The Uptown Train,sad,https://genius.com/Joe-Jackson-The-Uptown-Train-lyrics
ML2273,"Phillips, Craig & Dean",You Are My King ,happy,https://genius.com/Phillips-Craig-and-Dean-You-Are-My-King-lyrics
ML2274,Hillsong,Adonai,happy,https://genius.com/Hillsong-Adonai-lyrics
ML2275,Rebecca St. James,Psalm 139,happy,https://genius.com/Rebecca-St-James-Psalm-139-lyrics
ML2276,BeBe & CeCe Winans,I.O.U. Me,happy,https://genius.com/BeBe-and-CeCe-Winans-IOU-Me-lyrics
ML2277,Victor Garcia,Mi Funeral,sad,https://genius.com/Victor-Garcia-Mi-Funeral-lyrics
ML2278,Neon Indian,"Mind, Drips",sad,https://genius.com/Neon-Indian-Mind-Drips-lyrics
ML2279,The Thermals,Your Love Is So Strong,happy,https://genius.com/The-Thermals-Your-Love-Is-So-Strong-lyrics
ML2280,The Dandy Warhols,Wonderful You,happy,https://genius.com/The-Dandy-Warhols-Wonderful-You-lyrics
ML2281,Diana Ross & The Supremes,In And Out Of Love,happy,https://genius.com/Diana-Ross-and-The-Supremes-In-And-Out-Of-Love-lyrics
ML2282,The Teddy Bears,To Know Him Is To Love Him,happy,https://genius.com/The-Teddy-Bears-To-Know-Him-Is-To-Love-Him-lyrics
ML2283,Lair Of The Minotaur,Evil Power,angry,https://genius.com/Lair-Of-The-Minotaur-Evil-Power-lyrics
ML2284,The Platters,On My Word Of Honor,happy,https://genius.com/The-Platters-On-My-Word-Of-Honor-lyrics
ML2285,Jimmy Ruffin,I've Passed This Way Before,angry,https://genius.com/Jimmy-Ruffin-Ive-Passed-This-Way-Before-lyrics
ML2286,Barry Manilow,I'll Never Smile Again ,happy,https://genius.com/Barry-Manilow-Ill-Never-Smile-Again-lyrics
ML2287,The Platters,With This Ring,happy,https://genius.com/The-Platters-With-This-Ring-lyrics
ML2288,Grass Widow,Shadow,sad,https://genius.com/Grass-Widow-Shadow-lyrics
ML2289,The Pretenders,Thumbelina,relaxed,https://genius.com/The-Pretenders-Thumbelina-lyrics
ML2290,High On Fire,Bastard Samurai,angry,https://genius.com/High-On-Fire-Bastard-Samurai-lyrics
ML2291,The Dead Weather,No Horse,sad,https://genius.com/The-Dead-Weather-No-Horse-lyrics
ML2292,A Place To Bury Strangers,Everything Always Goes Wrong,happy,https://genius.com/A-Place-To-Bury-Strangers-Everything-Always-Goes-Wrong-lyrics
ML2293,Gorillaz,Bill Murray,angry,https://genius.com/Gorillaz-Bill-Murray-lyrics
ML2294,Sherwood,Free,relaxed,https://genius.com/Sherwood-Free-lyrics
ML2295,Skeletonwitch,Where The Light Has Failed,angry,https://genius.com/Skeletonwitch-Where-The-Light-Has-Failed-lyrics
ML2296,Thomas Dolby,Dissidents,sad,https://genius.com/Thomas-Dolby-Dissidents-lyrics
ML2297,Neil Sedaka,Because Of You,happy,https://genius.com/Neil-Sedaka-Because-Of-You-lyrics
ML2298,Keb' Mo',Dangerous Mood,relaxed,https://genius.com/Keb-Mo-Dangerous-Mood-lyrics
ML2299,The Jimi Hendrix Experience,Fire,angry,https://genius.com/The-Jimi-Hendrix-Experience-Fire-lyrics
ML2300,22-20s,Hold On,angry,https://genius.com/22-20s-Hold-On-lyrics
ML2301,Wyclef Jean,Midnight Lovers,sad,https://genius.com/Wyclef-Jean-Midnight-Lovers-lyrics
ML2302,evanescence,my immortal,angry,https://genius.com/evanescence-my-immortal-lyrics
ML2303,Minnie Riperton,Completeness,happy,https://genius.com/Minnie-Riperton-Completeness-lyrics
ML2304,Iggy Pop,Lust for life,happy,https://genius.com/Iggy-Pop-Lust-for-life-lyrics
ML2305,The Beatles,All You Need Is Love,happy,https://genius.com/The-Beatles-All-You-Need-Is-Love-lyrics
ML2306,The Gathering,Locked Away,angry,https://genius.com/The-Gathering-Locked-Away-lyrics
ML2307,Zeromancer,The Death Of Romance,sad,https://genius.com/Zeromancer-The-Death-Of-Romance-lyrics
ML2308,System of a Down,War?,angry,https://genius.com/System-of-a-Down-War-lyrics
ML2309,Keb' Mo',The Door,sad,https://genius.com/Keb-Mo-The-Door-lyrics
